stream,window,mode,cap,lr,P,w_max,true_blowup,jane_div,crypto_div,new_div_k5,new_div_k10,L_ratio,P_ratio,new_div_k20
jane,0,ogd,0.0,4.0,,1.254150696137498e+154,true,true,true,true,true,1.1930114907934036e+300,6.699051038718848e+299,true
jane,0,snomd,1000000000.0,0.01,,0.08679453810564752,false,false,false,false,false,0.9728974300524679,0.9743805720146915,false
jane,0,snomd,1000000000.0,0.1,,0.41900286816621907,false,false,false,false,false,0.8732316993630325,0.9251044507918256,false
jane,0,snomd,1000000000.0,1.0,,16.936655512799774,false,true,false,true,true,4.807984393730419,18.443964939070415,true
jane,0,snomd,1000000000.0,4.0,,4008.446261660765,false,true,true,true,true,10453366.646413095,14062540.131255476,true
jane,1,snomd,0.5,0.5,0.25,0.5233824866160343,false,false,false,false,false,0.8736028336046753,0.9307887632898699,false
jane,1,snomd,2.0,0.5,1.0,0.9150380922676997,false,false,false,false,false,0.7800174447856483,0.8204402058623587,false
jane,1,snomd,8.0,0.5,4.0,3.314866386001963,false,false,false,false,false,0.8787054843236248,1.228189017716876,false
jane,1,snomd,32.0,0.5,16.0,3.6319909943838686,false,false,false,false,false,0.9115671476270616,1.36969613698873,false
jane,1,snomd,0.5,1.0,0.5,0.8161431617941234,false,false,false,false,false,0.82468055511366,0.8890167618423529,false
jane,1,snomd,2.0,1.0,2.0,1.8045795290332758,false,false,false,false,false,0.7395516620287066,0.7594521342071986,false
jane,1,snomd,8.0,1.0,8.0,6.660922121646481,false,false,false,false,false,1.1588210195570237,2.7968316112520673,false
jane,1,snomd,32.0,1.0,32.0,17.743792044270222,false,true,false,true,true,6.364475925218281,23.843973467845775,true
jane,1,snomd,0.5,2.0,1.0,1.2578853117378768,false,false,false,false,false,0.7820591591360387,0.8337236622461616,false
jane,1,snomd,2.0,2.0,4.0,3.7038266927005217,false,false,false,false,false,0.7785791592852391,1.127897620302021,false
jane,1,snomd,8.0,2.0,16.0,14.011618605208957,false,true,false,true,true,2.3176128826281572,8.438944718985557,true
jane,1,snomd,32.0,2.0,64.0,52.29007018750595,false,true,false,true,true,55.148814057251165,209.9536155816135,true
jane,1,snomd,0.5,4.0,2.0,2.366944262463061,false,false,false,false,false,0.7801638886607957,0.8688070812280678,false
jane,1,snomd,2.0,4.0,8.0,7.758113815266171,false,false,false,false,false,1.1208198950080637,2.8035922650912997,false
jane,1,snomd,8.0,4.0,32.0,32.153319337174665,false,true,false,true,true,7.8491609807317335,34.54830113678006,true
jane,1,snomd,32.0,4.0,128.0,123.3244814636931,false,true,true,true,true,288.09435750022,1087.8015943206601,true
jane,1,snomd,0.5,8.0,4.0,4.733888524926122,false,false,false,false,false,0.9338778056239485,1.695747511233045,false
jane,1,snomd,2.0,8.0,16.0,16.842098895423486,false,true,false,true,true,2.637686721276834,9.66186225709987,true
jane,1,snomd,8.0,8.0,64.0,66.34385714796153,false,true,false,true,true,29.43917626083066,136.35224546390202,true
jane,1,snomd,32.0,8.0,256.0,267.1059359262743,false,true,true,true,true,1311.0859541979373,4737.5506187685405,true
jane,1,ogd,0.0,0.01,,115.00026021842322,false,true,true,true,true,170.34007985900442,513.998111537466,true
jane,1,ogd,0.0,0.1,,1.0551922201719358e+17,true,true,true,true,true,2.2371339799310534e+32,1.0748553150036898e+33,true
jane,1,ogd,0.0,1.0,,2.993270264684869e+153,true,true,true,true,true,8.854544099786747e+299,4.5352128195801255e+299,true
jane,1,ogd,0.0,4.0,,inf,true,true,true,true,true,8.917238766262406e+299,4.535871361968363e+299,true
jane,1,snomd,1000000000.0,0.01,,0.09693789345210826,false,false,false,false,false,0.9823482270475581,0.9980147602027682,false
jane,1,snomd,1000000000.0,0.1,,0.4559279333556044,false,false,false,false,false,0.8782664909488115,0.9258464424477305,false
jane,1,snomd,1000000000.0,1.0,,17.743792044270222,false,true,false,true,true,6.364475925218281,23.843973467845775,true
jane,1,snomd,1000000000.0,4.0,,3772.0450337994575,false,true,true,true,true,7676669.688762652,5241435.97354395,true
jane,2,snomd,0.5,0.5,0.25,0.6371188122951913,false,false,false,false,false,0.8786464548331208,0.7890722095572629,false
jane,2,snomd,2.0,0.5,1.0,1.0583065802941023,false,false,false,false,false,0.7903061880701735,0.6756041619961258,false
jane,2,snomd,8.0,0.5,4.0,4.02830470032778,false,false,false,false,false,0.8226391626408445,0.64953593605883,false
jane,2,snomd,32.0,0.5,16.0,16.02780968407729,false,true,false,true,true,4.225181362205737,10.059580154860399,true
jane,2,snomd,0.5,1.0,0.5,0.88704919899826,false,false,false,false,false,0.8327979747383595,0.7218126643984762,false
jane,2,snomd,2.0,1.0,2.0,2.1315177332001487,false,false,false,false,false,0.7404894952054161,0.6075899941569658,false
jane,2,snomd,8.0,1.0,8.0,8.38983591601836,false,false,false,false,false,0.9111473659279875,1.2560712159783607,false
jane,2,snomd,32.0,1.0,32.0,33.25660373522534,false,true,false,true,true,12.42085702348227,34.6265350780388,true
jane,2,snomd,0.5,2.0,1.0,1.3547725862804025,false,false,false,false,false,0.7895381605012374,0.6600975826450775,false
jane,2,snomd,2.0,2.0,4.0,4.529664499106138,false,false,false,false,false,0.7325138907902591,0.5527920106510754,false
jane,2,snomd,8.0,2.0,16.0,16.830985069302656,false,true,false,false,false,1.402635870531944,3.930088034004008,false
jane,2,snomd,32.0,2.0,64.0,66.56819411268911,false,true,true,true,true,37.84610847566397,110.8586310839377,true
jane,2,snomd,0.5,4.0,2.0,2.688216015103529,false,false,false,false,false,0.7681937480737778,0.6024114154116365,false
jane,2,snomd,2.0,4.0,8.0,9.43915225098391,false,false,false,false,false,0.8844295072466962,1.4304231298732046,false
jane,2,snomd,8.0,4.0,32.0,34.128451405151985,false,true,false,true,true,3.3908395895529324,14.026872868467434,true
jane,2,snomd,32.0,4.0,128.0,135.01901995803627,false,true,true,true,true,129.06955593797704,380.6512283583171,true
jane,2,snomd,0.5,8.0,4.0,5.090775407254427,false,false,false,false,false,0.8303574582087683,0.9129416434277813,false
jane,2,snomd,2.0,8.0,16.0,18.961619152433144,false,true,false,false,false,1.6117936450871853,4.9580110589374184,false
jane,2,snomd,8.0,8.0,64.0,70.00507324191415,false,true,false,true,true,12.108405813569025,57.753165379073316,true
jane,2,snomd,32.0,8.0,256.0,276.5743409748195,false,true,true,true,true,537.0306409783984,1568.8693752840566,true
jane,2,ogd,0.0,0.01,,532.9098188860025,false,true,true,true,true,806.1164656787369,3332.009304177508,true
jane,2,ogd,0.0,0.1,,3.7814063936659046e+25,true,true,true,true,true,8.068638815151084e+48,4.1650281810381394e+49,true
jane,2,ogd,0.0,1.0,,2.953419199306828e+153,true,true,true,true,true,2.396715220105925e+299,1.249700551612017e+299,true
jane,2,ogd,0.0,4.0,,1.133951346059637e+154,true,true,true,true,true,2.4067653867012797e+299,1.249700551612017e+299,true
jane,2,snomd,1000000000.0,0.01,,0.12704592757017202,false,false,false,false,false,0.9795691618551509,0.9641483451004164,false
jane,2,snomd,1000000000.0,0.1,,1.2060691653623825,false,false,false,false,false,0.9091844243046232,0.8201415826805979,false
jane,2,snomd,1000000000.0,1.0,,490606.57313066506,false,true,true,true,true,56305347076.1392,49257076225.19003,true
jane,2,snomd,1000000000.0,4.0,,544714096.4647541,true,true,true,true,true,4.1100531316030056e+16,3.4107242046595256e+16,true
crypto,0,snomd,0.5,0.5,0.25,0.28555445192373063,false,false,false,false,false,0.9986693816471358,0.9996845928093393,false
crypto,0,snomd,2.0,0.5,1.0,0.49999999999999994,false,false,false,false,false,1.00691492915125,1.006744687540084,false
crypto,0,snomd,8.0,0.5,4.0,0.5268541038374372,false,false,false,false,false,1.0099033876431047,1.0062278394022348,false
crypto,0,snomd,32.0,0.5,16.0,0.5440446731497389,false,false,false,false,false,1.0120057218264893,1.0098573877644135,false
crypto,0,snomd,0.5,1.0,0.5,0.5000000000000001,false,false,false,false,false,1.004262127368107,1.0059305978810347,false
crypto,0,snomd,2.0,1.0,2.0,0.9999999999999999,false,false,false,false,false,1.0196197284623087,1.0150850956972692,false
crypto,0,snomd,8.0,1.0,8.0,0.9999999999999999,false,false,false,false,false,1.0296771276182572,1.019901058322068,false
crypto,0,snomd,32.0,1.0,32.0,0.9999999999999999,false,false,false,false,false,1.0335244229983043,1.0237171542402659,false
crypto,0,snomd,0.5,2.0,1.0,1.0000000000000002,false,false,false,false,false,1.0147066991939881,1.0143456638682216,false
crypto,0,snomd,2.0,2.0,4.0,1.9999999999999998,false,false,false,false,false,1.0522086604816756,1.0301313376210413,false
crypto,0,snomd,8.0,2.0,16.0,1.9999999999999998,false,false,false,false,false,1.07920045495132,1.0554479711169502,false
crypto,0,snomd,32.0,2.0,64.0,1.9999999999999998,false,false,false,false,false,1.0858292768467577,1.0579723891944035,false
crypto,0,snomd,0.5,4.0,2.0,2.1448496670298876,false,false,false,false,false,1.0436420627215892,1.0317662865162256,false
crypto,0,snomd,2.0,4.0,8.0,4.577020425918854,false,false,false,false,false,1.1700430050765669,1.0685482484336692,false
crypto,0,snomd,8.0,4.0,32.0,4.577020425918854,false,false,false,false,false,1.229328841547771,1.1437243195002151,false
crypto,0,snomd,32.0,4.0,128.0,4.577020425918854,false,false,false,false,false,1.2435987937038968,1.1433033146499936,false
crypto,0,snomd,0.5,8.0,4.0,4.387333952953982,false,false,false,false,false,1.1306830345219203,1.061568568626365,false
crypto,0,snomd,2.0,8.0,16.0,11.23462260547089,false,false,false,false,false,1.6195832220767536,1.7339454371588008,false
crypto,0,snomd,8.0,8.0,64.0,18.494253800883197,false,true,false,true,true,2.4258552191127016,4.148369767446627,true
crypto,0,snomd,32.0,8.0,256.0,18.494253800883197,false,true,false,true,true,2.706787467376317,4.148369767446627,true
crypto,0,ogd,0.0,0.01,,2.3558987291109905,false,false,false,false,false,1.1055092104187572,1.0799231200931294,false
crypto,0,ogd,0.0,0.1,,16857.613615201248,false,true,true,true,true,1054200.0101086742,3858519.0848974814,true
crypto,0,ogd,0.0,1.0,,2.0778517731074535e+34,true,true,true,true,true,3.513276560020682e+66,1.2886393598513706e+67,true
crypto,0,ogd,0.0,4.0,,4.288830084314616e+153,true,true,true,true,true,2.2324577131307317e+299,1.0895389668543734e+299,true
crypto,0,snomd,1000000000.0,0.01,,0.039612652093238394,false,false,false,false,false,0.9985110767023239,0.9987258226007626,false
crypto,0,snomd,1000000000.0,0.1,,0.21580882606549098,false,false,false,false,false,0.9964416921680671,0.997192558721185,false
crypto,0,snomd,1000000000.0,1.0,,0.9999999999999999,false,false,false,false,false,1.0335244229983043,1.0237171542402659,false
crypto,0,snomd,1000000000.0,4.0,,4.577020425918854,false,false,false,false,false,1.2435987937038968,1.1433033146499936,false
crypto,1,snomd,0.5,0.5,0.25,0.31971070470139834,false,false,false,false,false,1.0077176892573099,0.9887373914723702,false
crypto,1,snomd,2.0,0.5,1.0,0.5736152768897265,false,false,false,false,false,1.0178381139154637,1.006530085281448,false
crypto,1,snomd,8.0,0.5,4.0,0.9847762858637253,false,false,false,false,false,1.0346832539264144,1.0367384624215035,false
crypto,1,snomd,32.0,0.5,16.0,0.9847762858637253,false,false,false,false,false,1.0401043752150763,1.0476410669455478,false
crypto,1,snomd,0.5,1.0,0.5,0.5335516945837857,false,false,false,false,false,1.0169398748734821,0.9988730119062,false
crypto,1,snomd,2.0,1.0,2.0,1.1138305720083923,false,false,false,false,false,1.04196176117538,1.0351902301381326,false
crypto,1,snomd,8.0,1.0,8.0,1.9918672742140193,false,false,false,false,false,1.0802963310691296,1.0992376133348472,false
crypto,1,snomd,32.0,1.0,32.0,1.9999088299414576,false,false,false,false,false,1.0920678411279876,1.1222634708090244,false
crypto,1,snomd,0.5,2.0,1.0,1.0625889770722337,false,false,false,false,false,1.0375876870651866,1.0208496386165187,false
crypto,1,snomd,2.0,2.0,4.0,2.2149882208641904,false,false,false,false,false,1.106489835191445,1.1073119006698693,false
crypto,1,snomd,8.0,2.0,16.0,4.096537314098462,false,false,false,false,false,1.227185203249465,1.242107729010416,false
crypto,1,snomd,32.0,2.0,64.0,5.92905814682007,false,false,false,false,false,1.3377668217394243,1.3316839868795205,false
crypto,1,snomd,0.5,4.0,2.0,2.0,false,false,false,false,false,1.0869623000080908,1.073195236221564,false
crypto,1,snomd,2.0,4.0,8.0,4.751004722784288,false,false,false,false,false,1.2744499009756443,1.279859009871403,false
crypto,1,snomd,8.0,4.0,32.0,12.161917681747527,false,true,false,true,true,2.062294980642718,3.356567453479805,true
crypto,1,snomd,32.0,4.0,128.0,47.96408609208069,false,true,false,true,true,10.625218220573174,25.701733114535845,true
crypto,1,snomd,0.5,8.0,4.0,4.0,false,false,false,false,false,1.189887016362338,1.1867347868569682,false
crypto,1,snomd,2.0,8.0,16.0,9.090402467901026,false,false,false,false,false,1.833376290072469,2.4066379211641813,false
crypto,1,snomd,8.0,8.0,64.0,39.810067936949,false,true,false,true,true,7.241200682616175,18.66585258088547,true
crypto,1,snomd,32.0,8.0,256.0,125.88240099329889,false,true,false,true,true,72.60011934199348,224.00482448420024,true
crypto,1,ogd,0.0,0.01,,0.24943095875344207,false,false,false,false,false,1.0061180172674058,1.0010992201370246,false
crypto,1,ogd,0.0,0.1,,1.385623136822329,false,false,false,false,false,1.0884634667792312,1.1951477300028863,false
crypto,1,ogd,0.0,1.0,,8.965441217095004e+39,true,true,true,true,true,1.2761556678864714e+78,3.972842121429052e+78,true
crypto,1,ogd,0.0,4.0,,8.720806595567827e+153,true,true,true,true,true,7.930132431394813e+299,2.787995376622967e+299,true
crypto,1,snomd,1000000000.0,0.01,,0.03431459480490755,false,false,false,false,false,0.9995816613823278,0.9970677534920371,false
crypto,1,snomd,1000000000.0,0.1,,0.25892186243901627,false,false,false,false,false,1.004369232134992,0.993340326749786,false
crypto,1,snomd,1000000000.0,1.0,,1.9999088299414576,false,false,false,false,false,1.0920678411279876,1.1222634708090244,false
crypto,1,snomd,1000000000.0,4.0,,212.0214949025244,false,true,false,true,true,358.9188032724688,579.9965174381759,true
crypto,2,snomd,0.5,0.5,0.25,0.2886360183515674,false,false,false,false,false,1.0215865428010131,1.040992157438991,false
crypto,2,snomd,2.0,0.5,1.0,0.5378973168395341,false,false,false,false,false,1.0395114493207893,1.0505647838246224,false
crypto,2,snomd,8.0,0.5,4.0,0.7258692316135851,false,false,false,false,false,1.0610124324452797,1.0524625406120993,false
crypto,2,snomd,32.0,0.5,16.0,0.7330017569432221,false,false,false,false,false,1.0682927746544002,1.0692568174559136,false
crypto,2,snomd,0.5,1.0,0.5,0.5133661390486248,false,false,false,false,false,1.0381481041501281,1.0581891175419171,false
crypto,2,snomd,2.0,1.0,2.0,1.0360797856080624,false,false,false,false,false,1.0799998222062601,1.0837097641678117,false
crypto,2,snomd,8.0,1.0,8.0,1.421431625059117,false,false,false,false,false,1.1262385890638689,1.1030763490586097,false
crypto,2,snomd,32.0,1.0,32.0,1.421431625059117,false,false,false,false,false,1.1424918897399958,1.138887784670341,false
crypto,2,snomd,0.5,2.0,1.0,1.0000000000000002,false,false,false,false,false,1.0721056532623436,1.0863496934838293,false
crypto,2,snomd,2.0,2.0,4.0,2.1109118214521145,false,false,false,false,false,1.1750139582913772,1.1527821529124032,false
crypto,2,snomd,8.0,2.0,16.0,7.406545898491839,false,false,false,false,false,1.4877174963305975,1.7960478216576925,false
crypto,2,snomd,32.0,2.0,64.0,16.2960784929651,false,true,false,true,true,2.4263457711959773,5.440885086567464,true
crypto,2,snomd,0.5,4.0,2.0,2.0000000000000004,false,false,false,false,false,1.143203131580648,1.1420537933880242,false
crypto,2,snomd,2.0,4.0,8.0,4.135804662815833,false,false,false,false,false,1.4367080121589086,1.3987842516579032,false
crypto,2,snomd,8.0,4.0,32.0,19.603914082228712,false,true,false,true,true,3.062657867522238,7.498799227991229,true
crypto,2,snomd,32.0,4.0,128.0,60.46447818576702,false,true,false,true,true,18.133294944929244,68.67488097797356,true
crypto,2,snomd,0.5,8.0,4.0,4.000000000000001,false,false,false,false,false,1.330513916417777,1.246169783539819,false
crypto,2,snomd,2.0,8.0,16.0,9.968382765827162,false,true,false,true,true,2.379544617483583,4.060614724645531,true
crypto,2,snomd,8.0,8.0,64.0,39.2078281644574,false,true,false,true,true,10.052267036604128,34.0351606037412,true
crypto,2,snomd,32.0,8.0,256.0,128.2667087252034,false,true,false,true,true,95.07450028998397,379.05028637610565,true
crypto,2,ogd,0.0,0.01,,0.06127826165228974,false,false,false,false,false,1.005356766035665,1.0084730036618608,false
crypto,2,ogd,0.0,0.1,,0.5042499142759745,false,false,false,false,false,1.0425815594357832,1.0530760202310996,false
crypto,2,ogd,0.0,1.0,,8212879363.806396,true,true,true,true,true,5.561050555599886e+17,2.284845635414165e+18,true
crypto,2,ogd,0.0,4.0,,4.774644041611865e+153,true,true,true,true,true,1.8379766673200087e+300,9.000123053278553e+299,true
crypto,2,snomd,1000000000.0,0.01,,0.0197177372790211,false,false,false,false,false,1.0017813765160344,1.002051897321034,false
crypto,2,snomd,1000000000.0,0.1,,0.16910682765466145,false,false,false,false,false,1.0158875279371349,1.0203787333197134,false
crypto,2,snomd,1000000000.0,1.0,,1.421431625059117,false,false,false,false,false,1.1425470566446996,1.138887784670341,false
crypto,2,snomd,1000000000.0,4.0,,3350.7364797396467,false,true,true,true,true,1968216.233105651,1810166.142899244,true
synthetic,0,snomd,0.5,0.5,0.25,1.0634766057212133,false,true,true,false,false,0.9993369789433977,0.9996872540763991,false
synthetic,0,snomd,2.0,0.5,1.0,1.234718752745233,false,true,true,false,false,0.9993345721174024,0.9996852647957963,false
synthetic,0,snomd,8.0,0.5,4.0,1.775722479782275,false,true,true,false,false,0.9993238803276118,0.9996683387120584,false
synthetic,0,snomd,32.0,0.5,16.0,1.808375108104027,false,true,true,false,false,0.9993305915939976,0.9996652409972779,false
synthetic,0,snomd,0.5,1.0,0.5,1.1810052480166877,false,true,true,false,false,0.9993404576945554,0.9996916942412701,false
synthetic,0,snomd,2.0,1.0,2.0,1.8145804350493282,false,true,true,false,false,0.9993433422933964,0.999693241902778,false
synthetic,0,snomd,8.0,1.0,8.0,3.790385567460785,false,true,true,false,false,0.9993280421919188,0.9996648677632163,false
synthetic,0,snomd,32.0,1.0,32.0,3.790385567460785,false,true,true,false,false,0.9993406664308914,0.9996556498895686,false
synthetic,0,snomd,0.5,2.0,1.0,1.7063677584599066,false,true,true,false,false,0.9993478295788445,0.9996985556461511,false
synthetic,0,snomd,2.0,2.0,4.0,3.234185838970054,false,true,true,false,false,0.9993484881074599,0.9996931457757204,false
synthetic,0,snomd,8.0,2.0,16.0,8.542771411963239,false,true,true,false,false,0.9993210193743639,0.9996363235290419,false
synthetic,0,snomd,32.0,2.0,64.0,12.545921792261678,false,true,true,false,false,0.9993524502277662,0.9996085427957679,false
synthetic,0,snomd,0.5,4.0,2.0,2.4763509335985048,false,true,true,false,false,0.9993496360324975,0.999696970131234,false
synthetic,0,snomd,2.0,4.0,8.0,6.348364308783424,false,true,true,false,false,0.9993394681212558,0.9996678679344553,false
synthetic,0,snomd,8.0,4.0,32.0,22.07198049106681,false,true,true,false,false,0.9993448800804418,0.999576047552613,false
synthetic,0,snomd,32.0,4.0,128.0,59.110921513392306,false,true,true,false,false,0.9997063934096143,0.9995328585475626,false
synthetic,0,snomd,0.5,8.0,4.0,4.488971452183409,false,true,true,false,false,0.9993422713143079,0.9996800826212764,false
synthetic,0,snomd,2.0,8.0,16.0,12.696728617566848,false,true,true,false,false,0.9993416959094289,0.999625558852948,false
synthetic,0,snomd,8.0,8.0,64.0,46.1468135728878,false,true,true,false,false,0.9995665753849623,0.9995181093338851,false
synthetic,0,snomd,32.0,8.0,256.0,123.0993074497125,false,true,true,false,false,1.001985710091826,0.9994900314383824,false
synthetic,0,ogd,0.0,0.01,,4.645258732162106,false,true,true,false,false,0.9998978640950176,0.9997212685335766,false
synthetic,0,ogd,0.0,0.1,,39.43247804497069,false,true,true,false,false,1.0053127266086372,1.0033538032963039,false
synthetic,0,ogd,0.0,1.0,,872.8170701777578,false,true,true,false,false,1.2119721867245146,1.063163339063509,false
synthetic,0,ogd,0.0,4.0,,3.2960181134636e+36,true,true,true,true,true,4.504272603093026e+66,4.551744166062693e+66,true
synthetic,0,snomd,1000000000.0,0.01,,0.9776294585172859,false,true,true,false,false,0.9996303244515063,0.9998832995507373,false
synthetic,0,snomd,1000000000.0,0.1,,6.3840505422272065,false,true,true,false,false,1.0012713265783033,0.9997828583478582,false
synthetic,0,snomd,1000000000.0,1.0,,56.20232241860785,false,true,true,false,false,1.1469299046094317,1.062241992124916,false
synthetic,0,snomd,1000000000.0,4.0,,403.40155778110864,false,true,true,true,true,2.360334302376885,1.6849737039197503,true
synthetic,1,snomd,0.5,0.5,0.25,1.082706263472733,false,true,false,false,false,0.9931853288087404,1.0002057917506935,false
synthetic,1,snomd,2.0,0.5,1.0,1.2448197761164403,false,true,false,false,false,0.9933501270235577,1.0004329890079053,false
synthetic,1,snomd,8.0,0.5,4.0,2.367907863381168,false,true,false,false,false,0.9935704796088024,1.0005269187421686,false
synthetic,1,snomd,32.0,0.5,16.0,4.812055832982047,false,true,false,false,false,0.9943253062249588,1.0010058627944045,false
synthetic,1,snomd,0.5,1.0,0.5,1.1600275296750922,false,true,false,false,false,0.9932124266776622,1.0002841798528355,false
synthetic,1,snomd,2.0,1.0,2.0,1.8989938083318587,false,true,false,false,false,0.9934602596236579,1.0005648963539397,false
synthetic,1,snomd,8.0,1.0,8.0,4.95666828887994,false,true,false,false,false,0.9940464766712805,1.0009266933849639,false
synthetic,1,snomd,32.0,1.0,32.0,10.47716769077646,false,true,false,false,false,0.9953586162458046,1.0013691179221247,false
synthetic,1,snomd,0.5,2.0,1.0,1.3931738178502846,false,true,false,false,false,0.9931727200798285,1.0002256477688298,false
synthetic,1,snomd,2.0,2.0,4.0,3.648556933195538,false,true,false,false,false,0.9936756130865773,1.0007188646931435,false
synthetic,1,snomd,8.0,2.0,16.0,8.506328424520403,false,true,false,false,false,0.994972175974671,1.0014071983431958,false
synthetic,1,snomd,32.0,2.0,64.0,26.89074519202218,false,true,false,false,false,0.9986117713853887,1.0021402007494153,false
synthetic,1,snomd,0.5,4.0,2.0,2.386749069360682,false,true,false,false,false,0.9931876651218836,1.000126339945079,false
synthetic,1,snomd,2.0,4.0,8.0,7.967137088565359,false,true,false,false,false,0.994265393129183,1.00095713265832,false
synthetic,1,snomd,8.0,4.0,32.0,20.883676099344118,false,true,false,false,false,0.9979789115234401,1.0021206172810482,false
synthetic,1,snomd,32.0,4.0,128.0,54.47598820589465,false,true,false,false,false,1.0229306756405299,1.026014808208459,false
synthetic,1,snomd,0.5,8.0,4.0,4.773498138721364,false,true,false,false,false,0.9934144124984272,1.0001055185103853,false
synthetic,1,snomd,2.0,8.0,16.0,15.706784454138619,false,true,false,false,false,0.9960630425540314,1.001856919490765,false
synthetic,1,snomd,8.0,8.0,64.0,50.88719035109275,false,true,false,false,false,1.0087151108749175,1.0050146132572846,false
synthetic,1,snomd,32.0,8.0,256.0,160.60385375509173,false,true,true,false,false,1.1515383544434905,1.2231926784934906,false
synthetic,1,ogd,0.0,0.01,,2.230934207431507,false,true,false,false,false,0.996266093108969,1.0033154808492784,false
synthetic,1,ogd,0.0,0.1,,24.983422400299183,false,true,false,false,false,1.0138932008909716,1.029727469732791,false
synthetic,1,ogd,0.0,1.0,,253.41505836897156,false,true,true,false,false,1.309322855205211,1.453002206529578,false
synthetic,1,ogd,0.0,4.0,,2.4822065679587596e+54,true,true,true,true,true,2.7518392954966666e+103,4.356952694541719e+103,true
synthetic,1,snomd,1000000000.0,0.01,,0.5189493359591332,false,true,false,false,false,0.9964651481375802,1.0004772226511252,false
synthetic,1,snomd,1000000000.0,0.1,,3.1676432703538335,false,true,false,false,false,1.0000896593487711,1.0071965976375432,false
synthetic,1,snomd,1000000000.0,1.0,,55.80465158303959,false,true,true,false,false,1.2065032146475376,1.3109164563587594,false
synthetic,1,snomd,1000000000.0,4.0,,29331973.977006596,true,true,true,true,true,43254542722.148636,10700476835.695206,true
synthetic,2,snomd,0.5,0.5,0.25,1.116066836581211,false,true,true,false,false,0.9959009930543061,0.9989073300521655,false
synthetic,2,snomd,2.0,0.5,1.0,1.3720665718459852,false,true,true,false,false,0.9952450529494943,0.9980152062985541,false
synthetic,2,snomd,8.0,0.5,4.0,2.126170569252803,false,true,true,false,false,0.9950133751556892,0.9975561746128299,false
synthetic,2,snomd,32.0,0.5,16.0,5.251827356975762,false,true,true,false,false,0.9953028230881809,0.9977110402771192,false
synthetic,2,snomd,0.5,1.0,0.5,1.1883233502282884,false,true,true,false,false,0.9954935220597513,0.998349188935394,false
synthetic,2,snomd,2.0,1.0,2.0,2.2152524849749944,false,true,true,false,false,0.9946104976195186,0.9971491654812089,false
synthetic,2,snomd,8.0,1.0,8.0,3.708530817548635,false,true,true,false,false,0.9942632185387162,0.9964652453970029,false
