stream,phase,window,mode,cap,lr,w_max,true_blowup,new_div,by_L,by_P,L_ratio,P_ratio,jane_div,new_div_k5,new_div_k10,new_div_k20,new_div_c0.001,jane_div_c0.001,new_div_c1,jane_div_c1,new_div_c1000,jane_div_c1000
jane,full,2,snomd,1000000000.0,0.1,1.2060691653623825,false,false,false,false,0.8734385422282394,0.7824499291878688,false,false,false,false,false,false,false,false,false,true
jane,full,2,snomd,1000000000.0,4.0,544714096.4647541,true,true,true,true,3.892040931363195e+16,3.2284092938534212e+16,true,true,true,true,true,true,true,true,true,true
jane,half,0,snomd,0.5,0.5,0.5903613203086753,false,false,false,false,0.8526611655043742,1.0970301534310578,false,false,false,false,false,false,false,false,false,true
jane,half,0,snomd,8.0,0.5,3.257452517184324,false,false,false,false,1.045767977162324,1.2736010158106315,false,false,false,false,false,false,false,false,false,true
jane,half,0,snomd,0.5,4.0,2.6563522333639193,false,false,false,false,0.961068992411658,1.0256879479413867,false,false,false,false,false,false,false,false,false,true
jane,half,0,snomd,8.0,4.0,32.00568977953599,false,true,true,true,33.714898509817125,75.74387259097917,true,true,true,true,true,true,true,true,true,true
jane,half,1,snomd,0.5,0.5,0.5233824866160343,false,false,false,false,0.7603225366351842,0.7786574635033991,false,false,false,false,false,false,false,false,false,true
jane,half,1,snomd,8.0,0.5,3.314866386001963,false,false,false,false,1.1228290248609671,2.4470783538921834,false,false,false,false,false,false,false,false,false,true
jane,half,1,snomd,0.5,4.0,2.366944262463061,false,false,false,false,0.8367278041394653,1.3808658966179934,false,false,false,false,false,false,false,false,false,true
jane,half,1,snomd,8.0,4.0,32.153319337174665,false,true,true,true,24.862224110237783,90.71123376482113,true,true,true,true,true,true,true,true,true,true
jane,half,2,snomd,0.5,0.5,0.6371188122951913,false,false,false,false,0.7772944467716801,0.7273541225284705,false,false,false,false,false,false,false,false,false,true
jane,half,2,snomd,8.0,0.5,4.02830470032778,false,false,false,false,0.8287263456548019,0.768893202440005,false,false,false,false,false,false,false,false,false,true
jane,half,2,snomd,0.5,4.0,2.688216015103529,false,false,false,false,0.7464518844440328,0.6040084201717925,false,false,false,false,false,false,false,false,false,true
jane,half,2,snomd,8.0,4.0,34.128451405151985,false,true,true,true,9.411055057955064,29.92844490579517,true,true,true,true,true,true,true,true,true,true
crypto,full,0,snomd,0.5,0.5,0.28555445192373063,false,false,false,false,0.9986693816471358,0.9996845928093393,false,false,false,false,false,false,false,false,false,true
crypto,full,0,snomd,8.0,0.5,0.5268541038374372,false,false,false,false,1.0099033876431047,1.0062278394022348,false,false,false,false,false,false,false,false,false,true
crypto,full,0,snomd,0.5,4.0,2.1448496670298876,false,false,false,false,1.0436420627215892,1.0317662865162256,false,false,false,false,false,false,false,false,false,true
crypto,full,0,snomd,8.0,4.0,4.577020425918854,false,false,false,false,1.229328841547771,1.1437243195002151,false,false,false,false,false,false,false,false,false,true
crypto,full,0,ogd,0.0,0.1,16857.613615201248,false,true,true,true,1054200.0101086742,3858519.0848974814,true,true,true,true,true,true,true,true,true,true
crypto,full,0,ogd,0.0,4.0,4.288830084314616e+153,true,true,true,true,2.2324577131307317e+299,1.0895389668543734e+299,true,true,true,true,true,true,true,true,true,true
crypto,full,0,snomd,1000000000.0,0.1,0.21580882606549098,false,false,false,false,0.9964416921680671,0.997192558721185,false,false,false,false,false,false,false,false,false,true
crypto,full,0,snomd,1000000000.0,4.0,4.577020425918854,false,false,false,false,1.2435987937038968,1.1433033146499936,false,false,false,false,false,false,false,false,false,true
crypto,full,1,snomd,0.5,0.5,0.31971070470139834,false,false,false,false,1.0077176892573099,0.9887373914723702,false,false,false,false,false,false,false,false,false,true
crypto,full,1,snomd,8.0,0.5,0.9847762858637253,false,false,false,false,1.0346832539264144,1.0367384624215035,false,false,false,false,false,false,false,false,false,true
crypto,full,1,snomd,0.5,4.0,2.0,false,false,false,false,1.0869623000080908,1.073195236221564,false,false,false,false,false,false,false,false,false,true
crypto,full,1,snomd,8.0,4.0,12.161917681747527,false,true,true,false,2.062294980642718,3.356567453479805,true,true,true,true,true,true,true,true,true,true
crypto,full,1,ogd,0.0,0.1,1.385623136822329,false,false,false,false,1.0884634667792312,1.1951477300028863,false,false,false,false,false,false,false,false,false,true
crypto,full,1,ogd,0.0,4.0,8.720806595567827e+153,true,true,true,true,7.930132431394813e+299,2.787995376622967e+299,true,true,true,true,true,true,true,true,true,true
crypto,full,1,snomd,1000000000.0,0.1,0.25892186243901627,false,false,false,false,1.004369232134992,0.993340326749786,false,false,false,false,false,false,false,false,false,true
crypto,full,1,snomd,1000000000.0,4.0,212.0214949025244,false,true,true,true,358.9188032724688,579.9965174381759,true,true,true,true,true,true,true,true,true,true
crypto,full,2,snomd,0.5,0.5,0.2886360183515674,false,false,false,false,1.0215865428010131,1.040992157438991,false,false,false,false,false,false,false,false,false,true
crypto,full,2,snomd,8.0,0.5,0.7258692316135851,false,false,false,false,1.0610124324452797,1.0524625406120993,false,false,false,false,false,false,false,false,false,true
crypto,full,2,snomd,0.5,4.0,2.0000000000000004,false,false,false,false,1.143203131580648,1.1420537933880242,false,false,false,false,false,false,false,false,false,true
crypto,full,2,snomd,8.0,4.0,19.603914082228712,false,true,true,false,3.062657867522238,7.498799227991229,true,true,true,true,true,true,true,true,true,true
crypto,full,2,ogd,0.0,0.1,0.5042499142759745,false,false,false,false,1.0425815594357832,1.0530760202310996,false,false,false,false,false,false,false,false,false,true
crypto,full,2,ogd,0.0,4.0,4.774644041611865e+153,true,true,true,true,1.8379766673200087e+300,9.000123053278553e+299,true,true,true,true,true,true,true,true,true,true
crypto,full,2,snomd,1000000000.0,0.1,0.16910682765466145,false,false,false,false,1.0158875279371349,1.0203787333197134,false,false,false,false,false,false,false,false,false,true
crypto,full,2,snomd,1000000000.0,4.0,3350.7364797396467,false,true,true,true,1968216.233105651,1810166.142899244,true,true,true,true,true,true,true,true,true,true
crypto,half,0,snomd,0.5,0.5,0.28555445192373063,false,false,false,false,0.996033243523119,0.9898867614102509,false,false,false,false,false,false,false,false,false,true
crypto,half,0,snomd,8.0,0.5,0.5218670258750321,false,false,false,false,1.0083865873910203,0.9945747614411182,false,false,false,false,false,false,false,false,false,true
crypto,half,0,snomd,0.5,4.0,2.1448496670298876,false,false,false,false,1.0524973241761242,1.0028917238781183,false,false,false,false,false,false,false,false,false,true
crypto,half,0,snomd,8.0,4.0,4.577020425918854,false,false,false,false,1.2958716878678866,1.1408056597504457,false,false,false,false,false,false,false,false,false,true
crypto,half,1,snomd,0.5,0.5,0.31971070470139834,false,false,false,false,1.0043079608838978,0.9752549539954333,false,false,false,false,false,false,false,false,false,true
crypto,half,1,snomd,8.0,0.5,0.9847762858637253,false,false,false,false,1.0421713289758712,1.0201125787262693,false,false,false,false,false,false,false,false,false,true
crypto,half,1,snomd,0.5,4.0,2.0,false,false,false,false,1.1091045860053248,1.0407459149561586,false,false,false,false,false,false,false,false,false,true
crypto,half,1,snomd,8.0,4.0,12.161917681747527,false,true,true,false,2.500163187518579,3.2309032803859288,true,true,true,true,true,true,true,true,true,true
crypto,half,2,snomd,0.5,0.5,0.2886360183515674,false,false,false,false,1.028139750327505,1.0530372646257173,false,false,false,false,false,false,false,false,false,true
crypto,half,2,snomd,8.0,0.5,0.7258692316135851,false,false,false,false,1.0724499772822067,1.0518278661844416,false,false,false,false,false,false,false,false,false,true
crypto,half,2,snomd,0.5,4.0,2.0000000000000004,false,false,false,false,1.1794208490564668,1.1614460846166086,false,false,false,false,false,false,false,false,false,true
crypto,half,2,snomd,8.0,4.0,19.603914082228712,false,true,true,false,3.8800778011535537,8.635406656354943,true,true,true,true,true,true,true,true,true,true
synthetic,full,0,snomd,0.5,0.5,1.0432143340247664,false,false,false,false,0.9905763433337412,0.9946981333176993,true,false,false,false,false,false,false,true,false,true
synthetic,full,0,snomd,8.0,0.5,1.742287855209714,false,false,false,false,0.9908027159185372,0.9947480787767987,true,false,false,false,false,false,false,true,false,true
synthetic,full,0,snomd,0.5,4.0,2.2444857260917046,false,false,false,false,0.9917522316185049,0.9954813152300118,true,false,false,false,false,false,false,true,false,true
synthetic,full,0,snomd,8.0,4.0,18.87556008813766,false,false,false,false,1.002467866648046,0.9962940875360453,true,false,false,false,false,false,false,true,false,true
synthetic,full,0,ogd,0.0,0.1,6.050338408686165,false,false,false,false,1.0015948591455508,0.9950701998493345,true,false,false,false,false,false,false,true,false,true
synthetic,full,0,ogd,0.0,4.0,1.8253921871683217e+36,true,true,true,true,1.8794809431850873e+68,3.050102811443822e+68,true,true,true,true,true,true,true,true,true,true
synthetic,full,0,snomd,1000000000.0,0.1,2.0739949507952615,false,false,false,false,0.9914637103484935,0.9922019102502989,true,false,false,false,false,false,false,true,false,true
synthetic,full,0,snomd,1000000000.0,4.0,3418.079890544615,false,true,true,true,284.4804672124019,414.27657224893164,true,true,true,true,true,true,true,true,true,true
synthetic,full,1,snomd,0.5,0.5,1.0459395304878407,false,false,false,false,0.9829726255327379,1.0021275331930737,true,false,false,false,false,false,false,true,false,true
synthetic,full,1,snomd,8.0,0.5,1.7886420388083977,false,false,false,false,0.9839244906267499,1.0032401089760148,true,false,false,false,false,false,false,true,false,true
synthetic,full,1,snomd,0.5,4.0,2.17196957907947,false,false,false,false,0.9843580170238656,1.0024864555135697,true,false,false,false,false,false,false,true,false,true
synthetic,full,1,snomd,8.0,4.0,15.933284496872698,false,false,false,false,1.0035242073053063,1.0060307271416453,true,false,false,false,false,false,false,true,false,true
synthetic,full,1,ogd,0.0,0.1,12.740053844929903,false,false,false,false,1.0139526445661244,1.0051413225633328,true,false,false,false,false,false,false,true,false,true
synthetic,full,1,ogd,0.0,4.0,1.2438419302480435e+55,true,true,true,true,9.090330579954138e+105,2.8994932180160167e+106,true,true,true,true,true,true,true,true,true,true
synthetic,full,1,snomd,1000000000.0,0.1,2.48709263034588,false,false,false,false,0.9909777322954068,1.0038452062223917,true,false,false,false,false,false,false,true,false,true
synthetic,full,1,snomd,1000000000.0,4.0,259.0107515340507,false,true,true,false,2.4480978920661305,5.228744692248729,true,true,true,true,true,true,true,true,true,true
synthetic,full,2,snomd,0.5,0.5,1.0617438105609112,false,false,false,false,0.9753683155616223,1.00107213853616,true,false,false,false,false,false,false,true,false,true
synthetic,full,2,snomd,8.0,0.5,1.2200410531491859,false,false,false,false,0.9770018817909266,1.002159919822981,true,false,false,false,false,false,false,true,false,true
synthetic,full,2,snomd,0.5,4.0,2.4923325236716085,false,false,false,false,0.9798832682855219,1.002534708067931,true,false,false,false,false,false,false,true,false,true
synthetic,full,2,snomd,8.0,4.0,5.8724565824125925,false,false,false,false,0.9994084253302129,1.009690458413736,true,false,false,false,false,false,false,true,false,true
synthetic,full,2,ogd,0.0,0.1,3.9250433814448065,false,false,false,false,0.989888363242491,1.0129668456230312,true,false,false,false,false,false,false,true,false,true
synthetic,full,2,ogd,0.0,4.0,1.4198516206428598e+50,true,true,true,true,3.097935448891032e+96,6.626399674740493e+96,true,true,true,true,true,true,true,true,true,true
synthetic,full,2,snomd,1000000000.0,0.1,1.056850142539307,false,false,false,false,0.9793041518998994,1.0006903412706636,true,false,false,false,false,false,false,true,false,true
synthetic,full,2,snomd,1000000000.0,4.0,18.319930651598717,false,false,false,false,1.0924669054055334,1.1139680696186784,true,false,false,false,false,false,false,true,false,true
synthetic,half,0,snomd,0.5,0.5,1.0432143340247664,false,false,false,false,0.9859640415370582,0.9952885918767712,true,false,false,false,false,false,false,true,false,true
synthetic,half,0,snomd,8.0,0.5,1.742287855209714,false,false,false,false,0.9860544268558306,0.9945724345960354,true,false,false,false,false,false,false,true,false,true
synthetic,half,0,snomd,0.5,4.0,2.2444857260917046,false,false,false,false,0.9883950874940978,0.9958917941090876,true,false,false,false,false,false,false,true,false,true
synthetic,half,0,snomd,8.0,4.0,18.87556008813766,false,false,false,false,1.0209140269714014,1.002700224733036,true,false,false,false,false,false,false,true,false,true
synthetic,half,1,snomd,0.5,0.5,1.0406893032630247,false,false,false,false,0.979980515660751,0.9779381890206122,true,false,false,false,false,false,false,true,false,true
synthetic,half,1,snomd,8.0,0.5,1.7886420388083977,false,false,false,false,0.9809049923754503,0.9737420986362236,true,false,false,false,false,false,false,true,false,true
synthetic,half,1,snomd,0.5,4.0,2.17196957907947,false,false,false,false,0.9815779053993811,0.9777777495632151,true,false,false,false,false,false,false,true,false,true
synthetic,half,1,snomd,8.0,4.0,15.933284496872698,false,false,false,false,1.0080680014632515,0.9893754590058184,true,false,false,false,false,false,false,true,false,true
synthetic,half,2,snomd,0.5,0.5,1.0414829815899012,false,false,false,false,0.9869740442620717,1.0059089813156388,true,false,false,false,false,false,false,true,false,true
synthetic,half,2,snomd,8.0,0.5,1.2200410531491859,false,false,false,false,0.9886634630304495,1.0068931766625773,true,false,false,false,false,false,false,true,false,true
synthetic,half,2,snomd,0.5,4.0,2.4923325236716085,false,false,false,false,0.9917462649263423,1.0066064763679627,true,false,false,false,false,false,false,true,false,true
synthetic,half,2,snomd,8.0,4.0,5.8724565824125925,false,false,false,false,1.0122189629726424,1.0141132975916216,true,false,false,false,false,false,false,true,false,true
